word;dict;goo;pt
weightlessly;ˈweɪt.ləs.li;nan;sem peso
weightlessness;ˈweɪt.ləs.nəs;ˈwātləsnəs;simples de peso
weightlifter;ˈweɪtˌlɪf.tɚ;nan;levantador de peso
weightlifting;ˈweɪtˌlɪf.tɪŋ;ˈwātˌliftiNG;levantamento de peso
weights;weɪt;nan;nan
weighty;ˈweɪ.t̬i;ˈwādē;pesada(feminino)
weir;wɪr;wir;açude
weird;wɪrd;wird;estranhas
weirdly;ˈwɪrd.li;ˈwirdlē;estranhamente
weirdness;ˈwɪrd.nəs;ˈwirdnəs;estranheza
weirdo;ˈwɪr.doʊ;ˈwirdō;esquisita(feminino)
welcome;ˈwel.kəm;ˈwelkəm;Bem-vindo
welcomed;ˈwel.kəm;nan;nan
welcoming;ˈwel.kəm.ɪŋ;ˈwelkəmiNG;acolhedora(feminino)
weld;weld;weld;soldar
welded;weld;nan;nan
welder;ˈwel.dɚ;ˈweldər;soldadora(feminino)
welding;ˈwel.dɪŋ;nan;Soldagem
welfare;ˈwel.fer;ˈwelˌfer;bem-estar
well;wel;wel;Nós vamos
wellbehaved;nan;wel bəˈhāvd;bem comportado
welled;wel;nan;nan
wellhead;nan;ˈwelˌhed;boa cabeça
welling;wel;nan;nan
wellington;ˈwel.ɪŋ.tən;nan;Wellington
wellness;ˈwel.nəs;ˈwelnəs;bem estar
wellrounded;nan;wel roundəd;bem equilibrada
wells;wel;nan;nan
welly;ˈwel.i;ˈwelē;bem -estar
welsh;welʃ;welSH;galês
welt;welt;welt;vergão
welter;ˈwel.t̬ɚ;ˈweltər;Welter
welter; /ˈweltər/;ˈweltər;Welter
welterweight;ˈwel.t̬ɚ.weɪt;ˈweltərˌwāt;peso médio
wench;wentʃ;wen(t)SH;moça
wend;wend;wend;Wend
wendy;ˈwen.di ˌhaʊs;nan;nan
went;went;nan;fui
wept;wept;nan;chorou
were;wɝː;wər;nós estamos
werewolf;ˈwer.wʊlf;ˈwerˌwo͝olf;lobisomem
west;west;west;Oeste
westbound;ˈwest.baʊnd;ˈwes(t)bound;Westbound
westerly;ˈwes.tɚ.li;ˈwestərlē;de oeste
western;ˈwes.tɚn;ˈwestərn;ocidental
westerner;ˈwes.tɚ.nɚ;ˈwestərnər;ocidental
westernmost;ˈwes.tɚn.moʊst;ˈwestərnˌmōst;mais ocidental
westminster;ˌwestˈmɪn.stɚ;nan;nan
westward;ˈwest.wɚd;ˈwestwərd;para o oeste
wet;wet;wet;molhada(feminino)
wether;ˈweð.ɚ;ˈweT͟Hər;wether
wetland;ˈwet.lənd;ˈwetˌland;pântano
wetlands;ˈwet·ləndz;nan;zonas úmidas
wetly;ˈwet.li;nan;úmido
wetness;ˈwet.nəs;ˈwetnəs;umidade
wetsuit;ˈwet.suːt;ˈwetˌso͞ot;roupa de mergulho
wetted;wet;nan;nan
wetting;wet;nan;nan
whack;wæk;(h)wak;pancada
whacked;wækt;(h)wakt;atingida(feminino)
whacko; /ˈwækəʊ/;nan;nan
whale;weɪl;(h)wāl;baleia
whalebone;ˈweɪl.boʊn;ˈ(h)wālˌbōn;Whalebone
whaler;ˈweɪ.lɚ;ˈ(h)wālər;baleeiro
whaling;ˈweɪ.lɪŋ;ˈ(h)wāliNG;baleia
wham;wæm;(h)wam;wham
wharf;wɔːrf;(h)wôrf;cais
wharf; /wɔːrf/;(h)wôrf;cais
what;wɑːt;(h)wət;o que
whatever;wɑːˈt̬ev.ɚ;(h)wətˈevər;qualquer que seja
whatnot;ˈwɑːt.nɑːt;ˈ(h)wətˌnät;Otha
whats;wɑːt;nan;nan
whatsoever;ˌwɑːt.soʊˈev.ɚ;ˌ(h)wətsōˈevər;de jeito nenhum
wheat;wiːt;(h)wēt;trigo
wheaten;nan;ˈ(h)wētn;trigo
wheatgerm;ˈwiːt.dʒɜːm;nan;germe do trigo
whee; /wiː/;(h)wē;Whee
wheedle;ˈwiː.dəl;ˈ(h)wēdl;Wheedle
wheedled;ˈwiː.dəl;nan;nan
wheedling;ˈwiː.dəl.ɪŋ;ˈ(h)wēd(ə)liNG;Wheedling
wheel;wiːl;(h)wēl;roda
wheelbarrow;ˈwiːlˌber.oʊ;ˈ(h)wēlˌberō;carrinho de mão
wheelbase;ˈwiːl.beɪs;ˈ(h)wēlˌbās;distância entre eixos
wheelchair;ˈwiːl.tʃer;ˈ(h)wēlˌCHer;cadeira de rodas
wheelhouse; /ˈwiːlhaʊs/;ˈ(h)wēlˌhous;casa do leme
wheelie;ˈwiː.li;ˈ(h)wēlē;Wheelie
wheeling;wiːl;nan;nan
wheels;wiːl;nan;nan
wheelwright; /ˈwiːlraɪt/;ˈ(h)wēlˌrīt;Wheelwright
wheeze;wiːz;(h)wēz;cheiro
wheezed;wiːz;nan;nan
wheezing;wiːz;nan;nan
wheezy;ˈwiː.zi;ˈ(h)wēzē;wheezy
whelk;welk;(h)welk;WHELK
whelk; /welk/;(h)welk;WHELK
whelp;welp;(h)welp;WHELP
when;wen;(h)wen;quando
whence;wens;(h)wens;de onde
whenever;wenˈev.ɚ;(h)wenˈevər;em qualquer momento
where;wer;(h)wer;Onde
whereabouts;ˈwer.ə.baʊts;ˈ(h)werəˌbouts;paradeiro
whereas;werˈæz;ˌ(h)werˈaz;enquanto
whereby;werˈbaɪ;(h)werˈbī;através do qual
wherefore;ˈwer.fɔːr;ˈ(h)werˌfôr;portanto
wherefores;ˈwer.fɔːrz;nan;onde for
wherein;werˈɪn;ˌ(h)werˈin;em que
whereof;ˌwerˈɑːv;(h)werˈəv;do que
whereon;nan;weˈrän;onde
wheresoever;ˌwer.soʊˈev.ɚ;ˌ(h)wersōˈevər;onde quer que seja
whereto;nan;ˌ(h)werˈto͞o;para onde
whereupon;ˌwer.əˈpɑːn;ˌ(h)werəˈpän;portanto
wherever;werˈev.ɚ;(h)werˈevər;onde quer que
wherewith;nan;(h)werˈwiT͟H;com que
wherry;nan;ˈ(h)werē;balsa
whet; /wet/;(h)wet;whet
whet;wet;(h)wet;whet
whether;ˈweð.ɚ;ˈ(h)weT͟Hər;se
whetstone;ˈwet.stoʊn;ˈ(h)wetˌstōn;pedra de amolar
whey;weɪ;(h)wā;soro de leite
which;wɪtʃ;(h)wiCH;que
whichever;wɪˈtʃev.ɚ;ˌ(h)wiCHˈevər;qualquer que seja
whiff;wɪf;(h)wif;baforada(feminino)
while;waɪl;(h)wīl;enquanto
whilst;waɪl;nan;nan
whim; /wɪm/;(h)wim;capricho
whimper; /ˈwɪmpər/;ˈ(h)wimpər;choramingar
whimpered;ˈwɪm.pər;ˈ(h)wimpər;choramingada(feminino)
whimpering;ˈwɪm.pər;nan;nan
whimsical;ˈwɪm.zɪ.kəl;ˈ(h)wimzik(ə)l;caprichosa(feminino)
whimsically;ˈwɪm.zɪ.kəl.i;nan;caprichosamente
whimsy;ˈwɪm.zi;ˈ(h)wimzē;capricho
whine;waɪn;(h)wīn;lamentar
whined;waɪn;nan;nan
whining;waɪn;nan;nan
whinnied;ˈwɪn.i;ˈ(h)winē;chorão
whinny;ˈwɪn.i;nan;nan
whinnying;ˈwɪn.i;nan;nan
whip;wɪp;(h)wip;chicote
whip; /wɪp/;(h)wip;chicote
whipcord; /ˈwɪpkɔːrd/;ˈ(h)wipkôrd;Whipcord
whiplash;ˈwɪp.læʃ;ˈ(h)wipˌlaSH;chicote
whippet;ˈwɪp.ɪt;ˈ(h)wipit;Whippet
whipping;ˈwɪp.ɪŋ;ˈ(h)wipiNG;chicoteando
whippy;nan;ˈ(h)wipē;whippy
whir;wɝː;(h)wər;Whir
whirl;wɝːl;(h)wərl;Whirl
whirled;wɜːl;nan;giratória(feminino)
whirligig;ˈwɝː.li.ɡɪɡ;ˈ(h)wərlēˌɡiɡ;Whirligig
whirling;wɜːl;nan;nan
whirlpool;ˈwɝːl.puːl;ˈ(h)wərlˌpo͞ol;hidromassagem
whirlwind;ˈwɝːl.wɪnd;ˈ(h)wərlˌwind;turbilhão
whirr;wɝː;nan;zumbida(feminino)
whisk;wɪsk;(h)wisk;Bata
whisked;wɪsk;nan;nan
whisker;ˈwɪs.kɚ;ˈ(h)wiskər;bigode
whiskers;ˈhwɪs·kərz;nan;bigodes
whiskey;ˈwɪs.ki;ˈ(h)wiskē;uísque
whisking;wɪsk;nan;nan
whisky;ˈwɪs.ki;ˈ(h)wiskē;Uísque
whisper; /ˈwɪspər/;ˈ(h)wispər;sussurrar
whisper;ˈwɪs.pɚ;ˈ(h)wispər;sussurrar
whispered;ˈwɪs.pər;nan;sussurrou
whispering;ˈwɪs.pər;nan;nan
whist;wɪst;(h)wist;Whist
whistle;ˈwɪs.əl;ˈ(h)wisəl;assobiar
whistled;ˈwɪs.əl;nan;nan
whistler;nan;ˈ(h)wis(ə)lər;Whistler
whistling;ˈwɪs.əl;nan;nan
white;waɪt;(h)wīt;branca(feminino)
whitebait;ˈwaɪt.beɪt;ˈ(h)wītˌbāt;Whitebait
whiten;ˈwaɪ.t̬ən;ˈ(h)wītn;branquear
whitened;ˈwaɪ.tən;nan;branca(feminino)
whiteness;ˈwaɪt.nəs;ˈwītnəs;brancura
whitening;ˈwaɪ.t̬ən.ɪŋ;nan;branqueamento
whitewash;ˈwaɪt.wɑːʃ;ˈ(h)wītˌwäSH;cal
whitewashed;ˈwaɪt.wɒʃ;ˈ(h)wītˌwäSHt;branqueado
whitewashing;ˈwaɪt.wɑː.ʃɪŋ;nan;lavando de branco
whither;ˈwɪð.ɚ;ˈ(h)wiT͟Hər;para onde
whiting;ˈwaɪ.t̬ɪŋ;ˈ(h)wīdiNG;badejo
whitish;ˈwaɪ.t̬ɪʃ;nan;esbranquiçada(feminino)
whittle;ˈwɪt̬.əl;ˈ(h)widl;Whittle
whittled;ˈwɪt.əl;nan;thittled
whittling;ˈwɪt.əl;nan;nan
whizz;wɪz;(h)wiz;Whiz
who;huː;ho͞o;quem
whoa;woʊ;(h)wō;Uau
whodunit;ˌhuːˈdʌn.ɪt;ho͞oˈdənət;whodunit
whodunnit;ˌhuːˈdʌn.ɪt;nan;whodunnit
whoever;huːˈev.ɚ;ho͞oˈevər;quem quer que seja
whole;hoʊl;hōl;toda(feminino)
wholegrain;ˈhoʊl.ɡreɪn;nan;grãos integrais
wholehearted;ˌhoʊlˈhɑːr.t̬ɪd;ˌhōlˈhärdəd;sincera(feminino)
wholeheartedly;ˌhoʊlˈhɑːr.t̬ɪd.li;ˌhōlˈhärdədlē;de todo o coração
wholemeal;ˈhoʊl.miːl;nan;integral
wholeness;ˈhoʊl.nəs;ˈhōlnəs;totalidade
wholesale;ˈhoʊl.seɪl;ˈhōlˌsāl;atacada(feminino)
wholesaler;ˈhoʊlˌseɪ.lɚ;ˈhōlˌsālər;grossista
wholesaling;ˈhəʊlseɪlɪŋ;nan;comércio por atacado
wholesome;ˈhoʊl.səm;ˈhōlsəm;saudável
wholesomeness;ˈhoʊl.səm.nəs;nan;porra -sonoridade
wholewheat;ˌhoʊlˈhwiːt;ˈhōlˌ(h)wēt;trigo
wholly;ˈhoʊl.li;ˈhōl(l)ē;integralmente
whom;huːm;ho͞om;o qual
whomever;huːˈmev.ɚ;ho͞omˈevər;quem quer que seja
whomsoever; /ˌhuːmsəʊˈevər/;ˌho͞omsōˈevər;quem quer
whoop;wuːp;(h)wo͞op;grito
whooped;wuːp;nan;nan
whooping;wuːp;nan;nan
whoops;wʊps;wo͞ops;opa
whoosh;wʊʃ;(h)wo͞oSH;whoosh
whop;wɑːp;(h)wäp;whop
whore; /hɔːr/;nan;nan
whore;hɔːr;nan;prostituta
whorehouse;ˈhɔːr.haʊs;ˈhôrˌhous;bordel
whose;huːz;ho͞oz;de quem
whosoever;ˌhuː.soʊˈev.ɚ;ˌho͞osōˈevər;quem quer que seja
why;waɪ;(h)wī;Por quê
wi;ˌdʌb.əl.juːˈaɪ;nan;nan
wick;wɪk;wik;pavio
wicked;ˈwɪk.ɪd;ˈwikid;malvada(feminino)
wickedly; /ˈwɪkɪdli/;ˈwikidlē;perversamente
wickedness;ˈwɪk.ɪd.nəs;ˈwikidnəs;maldade
wicker;ˈwɪk.ɚ;ˈwikər;vime
wickerwork;ˈwɪk.ɚ.wɝːk;ˈwikərˌwərk;vime
wicket;ˈwɪk.ɪt;ˈwikit;postigo
wicketkeeper;ˈwɪk.ɪtˌkiː.pɚ;ˈwikitˌkēpər;wicketkeeper
wide;waɪd;wīd;larga(feminino)
widely;ˈwaɪd.li;ˈwīdlē;largamente
widen; /ˈwaɪdn/;ˈwīdn;ampliar
widen;ˈwaɪ.dən;ˈwīdn;ampliar
widened;ˈwaɪ.dən;nan;nan
widening;ˈwaɪ.dən;nan;nan
wider;waɪd;nan;nan
widescreen;ˈwaɪd.skriːn;ˈwīdˌskrēn;panorâmica(feminino)
widespread;ˌwaɪdˈspred;ˈwīdˌspred;difundida(feminino)
widgeon; /ˈwɪdʒən/;nan;nan
widget;ˈwɪdʒ.ɪt;ˈwijit;ferramenta
widow;ˈwɪd.oʊ;ˈwidō;viúva
widowed;ˈwɪd.oʊd;nan;viúva(feminino)
widower;ˈwɪd.oʊ.ɚ;ˈwidō(ə)r;viúvo
widowhood;ˈwɪd.oʊ.hʊd;ˈwidōˌho͝od;viuvez
width;wɪtθ;widTH;largura
wield;wiːld;wēld;manejar
wielded;wiːld;nan;nan
wielding;wiːld;nan;nan
wife;waɪf;wīf;esposa
wifely;ˈwaɪf.li;ˈwīflē;wifely
wifi;ˈwaɪ.faɪ;nan;nan
wig;wɪɡ;wiɡ;peruca
wigeon; /ˈwɪdʒən/;ˈwijən;Wigeon
wigeons;nan;ˈwijən;Wigeons
wigging;ˈwɪɡ.ɪŋ;nan;permeando
wiggle;ˈwɪɡ.əl;ˈwiɡəl;mexer
wiggled;ˈwɪɡ.əl;nan;nan
wiggler;nan;ˈwiɡ(ə)lər;Wiggler
wiggling;ˈwɪɡ.əl;nan;nan
wigwam;ˈwɪɡ.wæm;ˈwiɡˌwäm;Wigwam
wiki;ˈwɪk.i;ˈwikē;Wiki
wild;waɪld;wīld;selvagem
wildcat;ˈwaɪldˌkæt;ˈwīl(d)kat;gato selvagem
wildebeest;ˈwɪl.də.biːst;ˈwildəˌbēst;Wildebeest
wilderness;ˈwɪl.dɚ.nəs;ˈwildərnəs;região selvagem
wildfire;ˈwaɪld.faɪr;ˈwīldˌfī(ə)r;incêndios
wildfowl;ˈwaɪld.faʊl;ˈwīl(d)foul;aves selvagens
wildlife;ˈwaɪld.laɪf;ˈwīl(d)līf;animais selvagens
wildly;ˈwaɪld.li;ˈwīldlē;descontroladamente
wildness;ˈwaɪld.nəs;ˈwīldnəs;selvagem
wile;nan;wīl;Wile
wiles;waɪlz;nan;Wiles
wilful;ˈwɪl.fəl;nan;intencional
wilfully;ˈwɪl.fəl.i;ˈwilfəlē;intencionalmente
wilfulness;ˈwɪl.fəl.nəs;nan;Wilfulness
will;wɪl;wil;vai
willed;wɪl;nan;nan
willing;ˈwɪl.ɪŋ;ˈwiliNG;disposta(feminino)
willingly;ˈwɪl.ɪŋ.li;ˈwiliNGlē;de boa vontade
willingness;ˈwɪl.ɪŋ.nəs;ˈwiliNGnəs;disposição
willow;ˈwɪl.oʊ;ˈwilō;salgueira(feminino)
willowy;ˈwɪl.oʊ.i;ˈwilōē;Willowy
willpower;ˈwɪl.paʊ.ɚ;ˈwilˌpou(ə)r;força de vontade
wilson;ˈwɪl.sənz dɪˌziːz;nan;nan
wilt;wɪlt;wilt;murcha
wilted;wɪlt;nan;nan
wilting;wɪlt;nan;nan
wily;ˈwaɪ.li;ˈwīlē;astuta(feminino)
wimp;wɪmp;wimp;Wimp
wimple;ˈwɪm.pəl;ˈwimpəl;Wimple
wimpy;ˈwɪm.pi;ˈwimpē;Wimpy
win;wɪn;win;ganhar
wince;wɪns;wins;Vince
winced;wɪns;nan;nan
winch;wɪntʃ;win(t)SH;guincho
wincing;wɪns;nan;nan
wind;nan;wind;vento
wind;wɪnd;wind;vento
windbag;ˈwɪnd.bæɡ;nan;Windbag
windbreak;ˈwɪnd.breɪk;ˈwin(d)brāk;quebra -vento
winded;ˈwɪn.dɪd;nan;enrolada(feminino)
winder;ˈwaɪn.dɚ;ˈwīndər;enrolador
windfall;ˈwɪnd.fɑːl;ˈwin(d)fôl;Sempere
winding;ˈwaɪn.dɪŋ;ˈwīndiNG;enrolamento
windlass;ˈwɪnd.ləs;ˈwin(d)ləs;molinete
windless;ˈwɪnd.ləs;nan;sem vento
windmill;ˈwɪnd.mɪl;ˈwin(d)mēl;moinho de vento
window;ˈwɪn.doʊ;ˈwindō;janela
windowed;nan;ˈwindōd;Janela
windowing;nan;ˈwindōiNG;janela
windowless;ˈwɪn.doʊ.ləs;ˈwindōləs;sem janela
windpipe;ˈwɪnd.paɪp;ˈwin(d)pīp;traqueia
winds;wɪnd;nan;nan
windscreen;ˈwɪnd.skriːn;nan;pára -brisas
windsock;ˈwɪnd.sɑːk;ˈwin(d)säk;Windsock
windsor;ˈwɪnd.zɚ;nan;nan
windsurf;ˈwɪndˌsɝːf;ˈwin(d)ˌsərf;Windsurf
windsurfer;ˈwɪndˌsɝː.fɚ;ˈwin(d)ˌsərfər;windsurfer
windsurfing;ˈwɪndˌsɝː.fɪŋ;ˈwin(d)ˌsərfiNG;Windsurf
windswept;ˈwɪnd.swept;ˈwin(d)swept;varado pelo vento
windward;ˈwɪnd.wɚd;ˈwin(d)wərd;barlavento
windy;ˈwɪn.di;ˈwindē;ventosa(feminino)
wine;waɪn;wīn;vinho
wineglass;nan;ˈwīnɡlas;copo de vinho
winery;ˈwaɪ.nɚ.i;ˈwīn(ə)rē;vinícola
wines;waɪn;nan;nan
wineskin;nan;ˈwīnskin;Wineskin
wing;wɪŋ;wiNG;asa
winged;wɪŋd;wiNGd;alada(feminino)
winger;ˈwɪŋ.ɚ;ˈwiNGər;ala
wingless; /ˈwɪŋləs/;nan;nan
wings;wɪŋz;nan;asas
wingspan;ˈwɪŋ.spæn;ˈwiNGˌspan;Envergadura
wink;wɪŋk;wiNGk;piscar
winked;wɪŋk;nan;nan
winking;wɪŋk;nan;nan
winkle;ˈwɪŋ.kəl;ˈwiNGk(ə)l;Winkle
winnable;nan;ˈwinəb(ə)l;Ganhável
winner;ˈwɪn.ɚ;ˈwinər;vencedora(feminino)
winners;ˈwɪn.ɚ;nan;nan
winning;ˈwɪn.ɪŋ;ˈwiniNG;ganhando
winningly; /ˈwɪnɪŋli/;ˈwiniNGlē;vencedora(feminino)
winnings;ˈwɪn.ɪŋz;nan;ganhos
winnow;ˈwɪn.oʊ;ˈwinō;Winnow
winnowing;ˈwɪn.əʊ;nan;Winnowing
wins;wɪn;nan;nan
winsome;ˈwɪn.səm;ˈwinsəm;Cabeça
winter;ˈwɪn.t̬ɚ;ˈwin(t)ər;inverno
wintered;ˈwɪn.tər;nan;inverno
wintering;ˈwɪn.tər;nan;nan
wintertime;ˈwɪn.t̬ɚ.taɪm;ˈwin(t)ərˌtīm;inverno
wintry;ˈwɪn.tri;ˈwint(ə)rē;inverno
wipe;waɪp;wīp;limpar
wiped;waɪp;nan;nan
wiper;ˈwaɪp.ɚ;ˈwīpər;limpador
wiping;waɪp;nan;nan
wire; /ˈwaɪər/;ˈwī(ə)r;arame
wire;waɪr;ˈwī(ə)r;arame
wired;waɪrd;ˈwī(ə)rd;conectada(feminino)
wireless;ˈwaɪr.ləs;ˈwī(ə)rləs;sem fio
wires;ˈtel.ə.ɡræm;nan;nan
wiring;ˈwaɪr.ɪŋ;ˈwī(ə)riNG;fiação
wiry;ˈwaɪr.i;ˈwī(ə)rē;WILY
wisconsin;wɪˈskɑːn.sən;wəˈskänsən;Wisconsin
wisdom;ˈwɪz.dəm;ˈwizdəm;sabedoria
wisdoms;nan;ˈwizdəm;sabedoria
wise;waɪz;wīz;sábia(feminino)
wisely;ˈwaɪz.li;ˈwīzlē;sabiamente
wish;wɪʃ;wiSH;desejar
wishbone;ˈwɪʃ.boʊn;ˈwiSHˌbōn;fúrcula
wished;wɪʃ;nan;nan
wishes;ˈwɪʃ·əz;nan;desejos
wishing;wɪʃ;nan;nan
wisp;wɪsp;wisp;Wisp
wispy;ˈwɪs.pi;ˈwispē;Wispy
wistful;ˈwɪst.fəl;ˈwis(t)fəl;melancólica(feminino)
wistfully;ˈwɪst.fəl.i;ˈwis(t)fəlē;melancolicamente
wistfulness;ˈwɪst.fəl.nəs;nan;Wistfulness
wit;wɪt;wit;sagacidade
witch;wɪtʃ;wiCH;bruxa
witchcraft;ˈwɪtʃ.kræft;ˈwiCHˌkraft;feitiçaria
witchery;nan;ˈwiCHərē;bruxa
with;wɪð;wiT͟H;com
withdraw; /wɪðˈdrɔː/,  /wɪθˈdrɔː/;wiT͟Hˈdrô;retirar o
withdraw;wɪðˈdrɑː;wiT͟Hˈdrô;retirar o
withdrawal;wɪðˈdrɑː.əl;wiT͟Hˈdrôl;cancelamento
withdrawn;wɪðˈdrɑːn;wiT͟Hˈdrôn;retirada(feminino)
wither;ˈwɪð.ɚ;ˈwiT͟Hər;murchar
withered;ˈwɪð.ɚd;ˈwiT͟Hərd;murcha
withering;ˈwɪð.ɚ.ɪŋ;ˈwiT͟HəriNG;murcha
witheringly; /ˈwɪðərɪŋli/;nan;nan
withers;ˈwɪð.ɚz;ˈwiT͟Hərz;cernelha
withhold;wɪðˈhoʊld;wiTHˈhōld;reter
withhold; /wɪðˈhəʊld/,  /wɪθˈhəʊld/;wiTHˈhōld;reter
within;wɪˈðɪn;wəˈT͟Hin;dentro de
without;wɪˈðaʊt;wəˈT͟Hout;sem
withstand; /wɪðˈstænd/,  /wɪθˈstænd/;wiTHˈstand;suportar
withstand;wɪðˈstænd;wiTHˈstand;suportar
witless;ˈwɪt.ləs;ˈwitlis;sem inteligência
witness;ˈwɪt.nəs;ˈwitnəs;testemunha
witnessed;ˈwɪt.nəs;nan;nan
witnesses;ˈwɪt.nəs;nan;nan
witnessing;ˈwɪt.nəs;nan;nan
wits;wɪts;nan;inteligência
witter;ˈwɪt̬.ɚ;nan;Witter
wittering;ˈwɪt.ər;nan;Wittering
witticism;ˈwɪt̬.ə.sɪ.zəm;ˈwidəˌsizəm;Witticismo
wittily;ˈwɪt̬.əl.i;ˈwidəlē;espirituosamente
wittiness; /ˈwɪtinəs/;nan;nan
witting;ˈwɪt̬.ɪŋ;ˈwidiNG;Witting
wittingly;ˈwɪt̬.ɪŋ.li;nan;instável
witty;ˈwɪt̬.i;ˈwidē;inteligente
wives;waɪvz;nan;esposas
wizard;ˈwɪz.ɚd;ˈwizərd;maga(feminino)
wizardry;ˈwɪz.ɚ.dri;ˈwizərdrē;magia
wizened;ˈwɪz.ənd;ˈwizənd;enrugada(feminino)
woad;woʊd;wōd;woad
wobble;ˈwɑː.bəl;ˈwäbəl;Wobble
wobbled;ˈwɒb.əl;ˈwäbəl;balançou
wobbler;nan;ˈwäb(ə)lər;Wobbler
wobbling;ˈwɒb.əl;nan;nan
wobbly;ˈwɑː.bəl.i;ˈwäb(ə)lē;Wobbly
wodge;wɑːdʒ;nan;Wodge
woe;woʊ;wō;Ai
woebegone;ˈwoʊ.bɪ.ɡɑːn;ˈwōbēˌɡôn;Woebegone
woeful;ˈwoʊ.fəl;ˈwōfəl;lamentável
woefully;ˈwoʊ.fəl.i;ˈwōfəlē;lamentavelmente
wok;wɑːk;wäk;wok
woke;woʊk;wōk;acordou
woken;ˈwoʊ.kən;nan;acordar
woks;nan;wäk;woks
wold;nan;wōld;Wold
wolds; /wəʊldz/;nan;nan
wolf; /wʊlf/;wo͝olf;loba(feminino)
wolf;wʊlf;wo͝olf;loba(feminino)
wolfhound; /ˈwʊlfhaʊnd/;ˈwo͝olfhound;Wolfhound
wolfish;ˈwʊl.fɪʃ;ˈwo͝olfiSH;Wolfish
wolfishly;ˈwʊl.fɪʃ.li;nan;loba(feminino)
wolves; /wʊlvz/;nan;nan
woman;ˈwʊm.ən;ˈwo͝omən;mulher
womanhood;ˈwʊm.ən.hʊd;ˈwo͝omənˌho͝od;mulher
womanish; /ˈwʊmənɪʃ/;nan;nan
womankind;ˌwʊm.əŋˈkaɪnd;ˈwo͝omənˌkīnd;mulher
womanliness;ˈwʊm.ən.li.nəs;nan;feminilidade
womanly;ˈwʊm.ən.li;ˈwo͝omənlē;feminina(feminino)
womb;wuːm;wo͞om;útero
wombat;ˈwɑːm.bæt;ˈwämˌbat;Wombat
women;ˈwɪm.ɪn;nan;mulheres
womenfolk;ˈwɪm.ɪn.foʊk;ˈwiminˌfōk;mulheres
won;wʌn;wən;Ganhou
wonder;ˈwʌn.dɚ;ˈwəndər;maravilha
wondered;ˈwʌn.dər;nan;me perguntou
wonderful;ˈwʌn.dɚ.fəl;ˈwəndərfəl;maravilhosa(feminino)
wonderfully;ˈwʌn.dɚ.fəl.i;ˈwəndərf(ə)lē;maravilhosamente
wondering;ˈwʌn.dər;ˈwəndəriNG;perguntando
wonderingly; /ˈwʌndrɪŋli/;nan;nan
wonderland;ˈwʌn.dɚ.lænd;ˈwəndərˌland;país das maravilhas
wonderment;ˈwʌn.dɚ.mənt;ˈwəndərmənt;admiração
wondrous;ˈwʌn.drəs;ˈwəndrəs;maravilhosa(feminino)
wondrously;ˈwʌn.drəs.li;nan;maravilhosamente
wont;woʊnt;wônt;não vai
woo;wuː;wo͞o;Woo
wood;wʊd;wo͝od;madeira
woodbine;ˈwʊd.baɪn;nan;Woodbine
woodcock;ˈwʊd.kɑːk;ˈwo͝odˌkäk;galinhola
woodcut;ˈwʊd.kʌt;ˈwo͝odˌkət;xilogravura
woodcutter;ˈwʊd.kʌt̬.ɚ;ˈwo͝odˌkədər;lenhadora(feminino)
wooded;ˈwʊd.ɪd;ˈwo͝odəd;arborizada(feminino)
wooden;ˈwʊd.ən;ˈwo͝odn;de madeira
woodenly;ˈwʊd.ən.li;ˈwo͝od(ə)nlē;madeira
woodenness; /ˈwʊdnnəs/;ˈwo͝od(ə)nnəs;madeira
woodland;ˈwʊd.lənd;ˈwo͝odlənd;floresta
woodlouse;ˈwʊd.laʊs;nan;Woodlouse
woodman; /ˈwʊdmən/;ˈwo͝odmən;Woodman
woodpecker;ˈwʊdˌpek.ɚ;nan;pica -pau
woodpile;ˈwʊd.paɪl;ˈwo͝odˌpīl;Woodpile
woods;wʊdz;nan;bosques
woodshed;ˈwʊd.ʃed;ˈwo͝odˌSHed;Shed de madeira
woodsman; /ˈwʊdzmən/;ˈwo͝odzmən;Woodsman
woodsmoke;nan;ˈwo͝odsmōk;Fumaça de madeira
woodwind;ˈwʊd.wɪnd;ˈwo͝odˌwind;Woodwind
woodwork;ˈwʊd.wɝːk;ˈwo͝odˌwərk;madeira
woodworking;ˈwʊd.wɝː.kɪŋ;nan;madeira
woodworm;ˈwʊd.wɝːm;ˈwo͝odˌwərm;cupim
woody;ˈwʊd.i;ˈwo͝odē;Woody
woof;wʊf;wo͝of;woof
woofer;ˈwʊf.ɚ;ˈwo͝ofər;woofer
wool;wʊl;wo͝ol;lã
woollen;ˈwʊl.ən;ˈwo͝olən;de lã
woollens;ˈwʊl.ənz;nan;Woollens
woolliness;ˈwʊl.i.nəs;nan;Woolliness
woolly;ˈwʊl.i;ˈwo͝olē;lã
wools;nan;wo͝ol;lã
worcester;ˌwʊs.tɚ.ʃɚ ˈsɑːs;nan;nan
word;wɝːd;wərd;palavra
word; /wɜːrd/;wərd;palavra
worded;ˈwɝː.dɪd;nan;palavra
wordiness;ˈwɝː.di.nəs;nan;excesso de palavras
wording;ˈwɝː.dɪŋ;ˈwərdiNG;redação
wordless;ˈwɝːd.ləs;ˈwərdləs;sem palavras
wordlessly;ˈwɝːd.ləs.li;ˈwərdləslē;sem palavras
